chunk_id,source_id,source_type,chunk_index,start_offset,end_offset,source_title,source_url,text
"79eb8e517c77","a8f915002743","snapshot",0,0,1642,"The Sixties - History - Primary Sources - Research Guides at Rider University","https://guides.rider.edu/c.php?g=420606&p=2874247","The Sixties - History - Primary Sources - Research Guides at Rider University Skip to Main Content Today's Hours: Rider University Research Guides History - Primary Sources The Sixties Search this Guide Search History - Primary Sources: The Sixties Finding Primary Sources Finding Primary Sources at University Library Finding Primary Sources on the Internet Evaluating Information Sources on the Internet Internet Primary Sources for The United States/Canada General Sources For US History Government Documents Historical Statistics Historical Newspapers Presidential Collections Individual Presidents African American History Women's History Immigration and Ethnic Studies Legal History War and Society in the 20th Century Great Depression & New Deal The Sixties Civil Rights Movement Labor History LGBTQIA+ General Sources for Canadian History Business, Technology & Society The Frontier Colonial Era Revolutionary War Era War and Society in the 19th Century Primary Sources for Europe Recommended Resources European Newspapers Historical Newspapers American Newspapers European Newspapers The Sixties The Sixties The Sixties: The Years That Shaped a Generation Resource Library (PBS) Haight Ashbury Oral History Project Woodstock A Visual Journey: Photographs by Lisa Law 1965-1971 The Allen Ginsberg Project: Human Be-In in San Francisco 1967 << Previous: Great Depression & New Deal Next: Civil Rights Movement >> Last Updated: Sep 10, 2025 1:07 PM URL: https://guides.rider.edu/historyprimarysources Print Page Librarian Login Report a problem Subjects: History/ Phillosophy
[Image descriptions from page:]
- Rider University Library"
"da51dd14d7eb","59222d6f155b","snapshot",0,0,1930,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html","The Sixties . Resource Library | PBS War & Peace » Politics » Pop Culture » Revolutions » Timelines » Documents » War & Peace ONLINE CIA & The Vietnam Policymakers Lengthy ""recently declassified study"" gives the inside perspective of the Intelligence Community, 1962-1968. Library of Congress: Veteran's History Project Searchable collection of first-hand accounts of U.S. Veterans from 20th Century wars (many digital items). PBS: Online Newshour: Remembering Vietnam Reflections of troops, reporters, others; news (recent and archive); section on peace protests. PBS: American Experience: Return With Honor Prisoners of war held in North Vietnam; includes timeline, gallery, key figures, prison conditions. PBS: American Experience: Vietnam Online Overview of the war and main events, including timeline, ""who's who,"" selected primary sources, maps. IN PRINT ""Armies of the Night: History as a Novel: the Novel as History,"" Norman Mailer, 1968 Award-winning recounting of Mailer's own participation in the massive march for peace October 21, 1967. ""The Best and the Brightest,"" David Halberstam, 1972 An account of the war that targets reasons for failure, ""flawed policy makers"" and the forces that drove them. ""Dereliction of Duty: Lyndon Johnson, Robert McNamara, The Joint Chiefs of Staff, and the Lies that Led to Vietnam,"" H.R. McMaster, 1997 An Army major's view of military culpability in Vietnam, and responsibilities of leadership. ""In Retrospect: The Tragedy and Lessons of Vietnam,"" Robert S. McNamara, 1995 Part indictment, part confessional, penned by the Secretary of Defense under Kennedy and Johnson. ""No More Vietnams,"" , Richard M. Nixon 1985 ""Quintessential Nixon"" emphasizing military solution, concerns about Soviet power, and ""losing"" the war. Politics ONLINE PBS: Online Newshour: Going Back to Chicago A retrospective feature about the 1968 Democratic Convention, the violence, politics, inside stories."
"2f424dc50fa2","59222d6f155b","snapshot",1,1430,3340,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html","f leadership. ""In Retrospect: The Tragedy and Lessons of Vietnam,"" Robert S. McNamara, 1995 Part indictment, part confessional, penned by the Secretary of Defense under Kennedy and Johnson. ""No More Vietnams,"" , Richard M. Nixon 1985 ""Quintessential Nixon"" emphasizing military solution, concerns about Soviet power, and ""losing"" the war. Politics ONLINE PBS: Online Newshour: Going Back to Chicago A retrospective feature about the 1968 Democratic Convention, the violence, politics, inside stories. PBS: American Experience: The Kennedys Site examining the political family dynasty, including President John Kennedy, candidate Robert Kennedy. PBS: American Experience: The Presidents: Richard Nixon Overview of early career, Presidency, domestic and international affairs, legacy; variety of resources. PBS: Independent Lens: The Weather Underground Members of the radical student group, their plans to overthrow the government by ""any means necessary."" IN PRINT ""The Conscience of a Conservative,"" Barry Goldwater, 1960 Popular at the time, and remains perceived as topical material in politically conservative circles. ""J.F.K.: The Man and the Myth,"" Victor Lasky, 1963 Released in the wake of Kennedy's assassination, an examination of power politics and personal faults. ""The Selling of the President 1968,"" Joe McGinniss 1969 Journalistic view of Nixon's presidential campaign; relationships of advertising, PR and politics. ""The Sixties: Years of Hope, Days of Rage,"" Todd Gitlin, 1987 Critically acclaimed account of the decade, by an early president of Students for a Democratic Society. ""1968 In America,"" Charles Kaiser, 1988 How music and politics combined to produce the zeitgeist of the '60's. Pop Culture ONLINE LBJ Library: The Swingin' Sixties An intensive sensory montage of the era's pop culture, featuring icons of '60s film and TV, fashions, more. NOTE: Requires Quicktime plugin to view."
"c46c8d833e86","59222d6f155b","snapshot",2,2840,4799,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html","ing, PR and politics. ""The Sixties: Years of Hope, Days of Rage,"" Todd Gitlin, 1987 Critically acclaimed account of the decade, by an early president of Students for a Democratic Society. ""1968 In America,"" Charles Kaiser, 1988 How music and politics combined to produce the zeitgeist of the '60's. Pop Culture ONLINE LBJ Library: The Swingin' Sixties An intensive sensory montage of the era's pop culture, featuring icons of '60s film and TV, fashions, more. NOTE: Requires Quicktime plugin to view. Nat'l Museum of American History: Lisa Law: A Visual Journey One woman's photo-record of life in the counterculture; a unique and memorable online memoir. Official Ken Kesey Site A '60s flashback featuring writings by Kesey and friends; site is commercial, run by son Zane Kesey. Rock & Roll Hall of Fame: Visual Timeline A knowledgebase of pop music, encased in an ""interactive, animated compendium"" responsive to user input. IN PRINT ""In Cold Blood; A True Account of a Multiple Murder and Its Consequences,"" Truman Capote, 1966 Claimed as the original ""nonfiction novel,"" based on years of research into Kansas farm family massacre. ""One Flew Over the Cuckoo's Nest,"" Ken Kesey, 1962 Cautionary tale about society's push to eliminate the nonconformist; a critical and popular success. ""Up the Down Staircase,"" , Bel Kaufman, 1965 Letters, memos, reports, other papers reveal the frustrations of a first-year teacher in Inner City. ""Valley of the Dolls,"" Jacqueline Susann, 1966 Ambitious young actresses attracted to the wrong men, and easily available ""dolls"" (tranquilizing drugs). Revolutions ONLINE PBS: American Experience: Citizen King Biography of civil rights leader Martin Luther King Jr. exploring the last five years of his life from the ""I Have a Dream"" speech to his assasination in Memphis in 1968. PBS: P.O.V.: Brother Outsider Biography of activist Bayard Rustin offers insights into politics of civil rights and gay rights. PBS: A Huey P."
"71e8fa664019","59222d6f155b","snapshot",3,4299,6171,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html","acqueline Susann, 1966 Ambitious young actresses attracted to the wrong men, and easily available ""dolls"" (tranquilizing drugs). Revolutions ONLINE PBS: American Experience: Citizen King Biography of civil rights leader Martin Luther King Jr. exploring the last five years of his life from the ""I Have a Dream"" speech to his assasination in Memphis in 1968. PBS: P.O.V.: Brother Outsider Biography of activist Bayard Rustin offers insights into politics of civil rights and gay rights. PBS: A Huey P. Newton Story Black Panthers' co-founder considered from many angles; includes his poetry, a timeline of movements. PBS: American Experience: Malcolm X Biographies of Malcolm X and relevant personalities, interviews, events, and photo gallery. PBS: American Experience: The Pill Real people talk about the Pill's effect on '60s life and behavior; also a timeline and photo gallery. IN PRINT ""Electric Kool-Aid Acid Test"" , Tom Wolfe, 1968 ""New journalism"" account of trips (taken on a bus and/or LSD) by Ken Kesey and his Merry Pranksters. ""The Feminine Mystique"" , Betty Friedan, 1963 Nonfiction work based on a survey of classmates from 1942, identifies a general unease, repression of self. ""The Group"" , Mary McCarthy, 1963 Sexually charged story of young women with lives larger than traditional roles of happy wife and mother. ""Silent Spring"" , Rachel Carson, 1962 As subversive ""disinformation"" or ecological expos�, generally credited for launching ecology movement. ""Steal This Book"" , Abbie Hoffman, 1971 Irreverent underground survival-manual full of advice on topics from free clinics to Molotov cocktails. Sixties Timelines PBS: African American World: Civil Rights Era Links directly to content about the Civil Rights Era (full timeline spans centuries). PBS: Battlefield Vietnam Chronicle of events from 1945 to 1975, gives excellent detail and correlation."
"29172ddb4600","59222d6f155b","snapshot",4,5671,7230,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html","s subversive ""disinformation"" or ecological expos�, generally credited for launching ecology movement. ""Steal This Book"" , Abbie Hoffman, 1971 Irreverent underground survival-manual full of advice on topics from free clinics to Molotov cocktails. Sixties Timelines PBS: African American World: Civil Rights Era Links directly to content about the Civil Rights Era (full timeline spans centuries). PBS: Battlefield Vietnam Chronicle of events from 1945 to 1975, gives excellent detail and correlation. PBS: American Experience: Citizen King Provides links to 6 timelines (4 by PBS), offering different perspectives of African-American experience during the mid-century. PBS: People's Century: Timeline Offers choice of 26 critical periods in 20th century; links to sites featuring personal testimony. PBS: American Experience: RFK: Shock Year 1968 Intensive one-year timeline shows collision of social crises and events, culminating in 1968. (Shockwave or text-only versions.) Documents "" A Call to Resist Illegitimate Authority ,"" 1967 "" A Time for Choosing ,"" speech by Ronald Reagan, Oct 27 1964 [mp3 and text formats] "" The Bitch Manifesto ,"" by Joreen, 1968 "" Black Panther Party Platform and Program ,"" Oct 1966 "" The Digger Papers "", Aug 1968 "" First Kennedy-Nixon Debate ,"" Sept 26, 1960 [text and Realmedia formats] "" I Have a Dream ,"" speech by Martin Luther King Jr., Aug 28, 1963 [text (multiple languages), QuickTime and Realmedia formats] "" The Port Huron Statement "", Students for a Democratic Society 1962 "" Inaugural Address, President John F."
"b0bb0f450357","59222d6f155b","snapshot",5,6730,7710,"The Sixties . Resource Library | PBS","http://www.pbs.org/opb/thesixties/library/index.html",""" speech by Ronald Reagan, Oct 27 1964 [mp3 and text formats] "" The Bitch Manifesto ,"" by Joreen, 1968 "" Black Panther Party Platform and Program ,"" Oct 1966 "" The Digger Papers "", Aug 1968 "" First Kennedy-Nixon Debate ,"" Sept 26, 1960 [text and Realmedia formats] "" I Have a Dream ,"" speech by Martin Luther King Jr., Aug 28, 1963 [text (multiple languages), QuickTime and Realmedia formats] "" The Port Huron Statement "", Students for a Democratic Society 1962 "" Inaugural Address, President John F. Kennedy ,"" Jan 20, 1961 [text and Realmedia formats] "" The Sharon Statement ,"" 1960 Young Americans for Freedom Home | War & Peace | Pop Culture | Revolutions | Politics | Timeline | Resource Library | For Teachers | About ©2005 Oregon Public Broadcasting | PBS Privacy Policy
[Image descriptions from page:]
- The Sixties: The Years That Shaped a Generation
- War & Peace
- Pop Culture
- Revolutions
- Politics
- Timeline
- Resource Library
- Educator Resource
- About"
"f7a39fefbb87","a3eecc09a109","snapshot",0,0,1875,"Exhibition Home - NIU - Strange Days: Vinyl Aesthetics of the Psychedelic Era","https://www.niu.edu/strange-days/","Exhibition Home - NIU - Strange Days: Vinyl Aesthetics of the Psychedelic Era --> NIU Homepage Northern Illinois University Strange Days: Vinyl Aesthetics of the Psychedelic Era NIU Museum Studies Program Menu --> Menu A-Z | Calendar | Directory | Home A-Z | Blackboard | Calendar | Directory | MyNIU | NIU Today | Home --> Advanced Search Installation Photographs Rental Information Calendar Exhibition Home Strange Days: Vinyl Aesthetics of the Psychedelic Era Between the eyes and ears there lie, The sounds of color, And the light of a sigh. And to hear the sun, what a thing to believe. But it's all around if we could but perceive. The Moody Blues “The Word” With its roots in San Francisco in the mid-1960s, the Psychedelic movement marked a shift in social consciousness, music, and art. The Psychedelic movement emerged in American counterculture as a response to the political and sociological climate created by the Vietnam War and the growing popularity of hallucinogenic drugs, advocated for by the Beat Generation before it. In particular, LSD, or acid, served as a catalyst for the movement, providing users with altered perceptions of reality, more vivid sensory experiences, and a sense of connectedness with nature and one another. A transition in album cover design occurred as a result of the new experiences and perceptions produced through the use of psychedelic drugs. These altered states of reality inspired bands and cover designers to create an integrated audio-visual experience. Suddenly, the popular music album covers featuring photographs of the band or artist were replaced by an explosion of psychedelic designs. Distinguishing features of psychedelic art include: the use of vivid colors, flowing organic patterns, energetic designs, strange or fantastic subject matter, and the joining of disparate times and cultures through photomontage."
"137fd485a04b","a3eecc09a109","snapshot",1,1375,2440,"Exhibition Home - NIU - Strange Days: Vinyl Aesthetics of the Psychedelic Era","https://www.niu.edu/strange-days/","ychedelic drugs. These altered states of reality inspired bands and cover designers to create an integrated audio-visual experience. Suddenly, the popular music album covers featuring photographs of the band or artist were replaced by an explosion of psychedelic designs. Distinguishing features of psychedelic art include: the use of vivid colors, flowing organic patterns, energetic designs, strange or fantastic subject matter, and the joining of disparate times and cultures through photomontage. The influences of the Pop Art, Art Nouveau, and Surrealism movements are strongly reflected through the characteristic designs of Psychedelic era album cover art. Curated by members of Curatorial Practice, a core course in the NIU Museum Studies Program: Carmin Berchiolly Rebeka Jacobson Keith Ulrich © 2026 Board of Trustees of Northern Illinois University . All rights reserved. Privacy Notice DeKalb, Illinois 60115 | Regional Sites | Contact Us Emergency Information | Employment | Maps | Accessibility
[Image descriptions from page:]
- NIU Logo
- home-ban"
"10e7f9a4bbaa","a5a3f1fc60ac","snapshot",0,0,1716,"Psychedelia - Wikipedia","https://en.wikipedia.org/wiki/Psychedelia","Psychedelia - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit Community portal Recent changes Upload file Special pages Search Search Appearance Donate Create account Log in Personal tools Donate Create account Log in Contents move to sidebar hide (Top) 1 Etymology 2 History 3 Modern usage 4 Visual art 5 Psychedelia design 6 Music 7 Festivals 8 Conferences 9 See also 10 Notes 11 References Toggle References subsection 11.1 Bibliography 12 External links Toggle the table of contents Psychedelia 42 languages Alemannisch العربية الدارجة Azərbaycanca Български বাংলা Català Čeština Dansk Deutsch Esperanto Español Eesti Euskara فارسی Suomi Français Galego עברית Bahasa Indonesia Italiano 日本語 한국어 Lietuvių Latviešu Nederlands Norsk nynorsk Norsk bokmål Occitan Polski Português Română Русский Srpskohrvatski / српскохрватски Simple English Slovenčina Српски / srpski Svenska Türkçe Українська Tiếng Việt 中文 Edit links Article Talk English Read Edit View history Tools Tools move to sidebar hide Actions Read Edit View history General What links here Related changes Upload file Permanent link Page information Cite this page Get shortened URL Print/export Download as PDF Printable version In other projects Wikimedia Commons Wikidata item Appearance move to sidebar hide From Wikipedia, the free encyclopedia 1960s subculture related to the use of psychedelics For other uses, see Psychedelic . This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed."
"63389c9792d0","a5a3f1fc60ac","snapshot",1,1216,3208,"Psychedelia - Wikipedia","https://en.wikipedia.org/wiki/Psychedelia","ermanent link Page information Cite this page Get shortened URL Print/export Download as PDF Printable version In other projects Wikimedia Commons Wikidata item Appearance move to sidebar hide From Wikipedia, the free encyclopedia 1960s subculture related to the use of psychedelics For other uses, see Psychedelic . This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Psychedelia"" – news · newspapers · books · scholar · JSTOR ( July 2016 ) ( Learn how and when to remove this message ) Psychedelic liquid light shows using powerful lamps have been used to project swirling colours onto screens since the 1960s Cadillac Ranch , an example of psychedelic art Part of a series on Psychedelia Arts Psychedelic art Algorithmic art Cyberdelic Diffraction Fractal art Liquid light show LSD art Paisley Phosphene Replication Psychedelic music Acid house Acid jazz Acid rock Acid techno Acid trance Chillwave Cloud rap Hypnagogic pop Italian occult psychedelia Krautrock Madchester Neo-psychedelia Palm Desert Scene Peyote song Post-noise P-Funk Psychedelic folk Psychedelic funk Psychedelic pop Psychedelic rock Psychedelic soul Psychedelic trance Space rock Stoner rock Trip hop Toytown pop Psychedelic scenes Bosstown Sound San Francisco Sound Tropicália Zamrock UK Underground Texas psychedelia Woodstock Nation New Age travellers La Onda Freak scene Mánička Psychedelic film Acid Western Hippie exploitation films Stoner film Psychedelic literature Culture Counterculture Entheogen Freak-out Microdosing Smart shop Trip sitter Drugs 25I-NBOMe 2C-B Ayahuasca Cannabis DMT Ibogaine Ketamine LSD Mescaline Peyote Psilocybin mushrooms San Pedro cactus List of psychedelic drugs List of psilocybin mushrooms Psychoactive cactus Trip killer Experience Bad trip Contact high Ecology Ego death Therapy Treatments for trauma-related disorders Hallucinogen"
"ea34f7be3d77","a5a3f1fc60ac","snapshot",2,2708,4687,"Psychedelia - Wikipedia","https://en.wikipedia.org/wiki/Psychedelia","ne Mánička Psychedelic film Acid Western Hippie exploitation films Stoner film Psychedelic literature Culture Counterculture Entheogen Freak-out Microdosing Smart shop Trip sitter Drugs 25I-NBOMe 2C-B Ayahuasca Cannabis DMT Ibogaine Ketamine LSD Mescaline Peyote Psilocybin mushrooms San Pedro cactus List of psychedelic drugs List of psilocybin mushrooms Psychoactive cactus Trip killer Experience Bad trip Contact high Ecology Ego death Therapy Treatments for trauma-related disorders Hallucinogen persisting perception disorder Trip report History Acid Tests Albert Hofmann Alexander Shulgin Counterculture of the 1960s Peacock revolution David E. Nichols History of LSD List of psychedelic chemists Owsley Stanley Psychedelic era Summer of Love Timothy Leary William Leonard Pickard Law Drug liberalization Drug policy of the Netherlands Drug policy of Oregon Drug policy of Portugal Drug policy reform Legality of cannabis Legal status of psilocybin mushrooms Neurolaw Psilocybin decriminalization in the United States Related topics Addiction Cannabis Cognitive liberty Drug checking Flower Power Flower child Harm reduction Hippie MDMA Neuroenhancement Neuroethics Philosophy of psychedelics Psychonautics Prohibition of drugs Rave Recreational drug use Regulation of therapeutic goods Self-experimentation Surrealism War on drugs LSD in Czechoslovakia Drug use in music v t e Psychedelia usually refers to a style or aesthetic that is resembled in the psychedelic subculture of the 1960s and the psychedelic experience produced by certain psychoactive substances. This includes psychedelic art , psychedelic music and style of dress during that era. This was primarily generated by people who used psychedelic drugs such as LSD , mescaline (found in peyote ) and psilocybin (found in magic mushrooms ) and non-users who were participants and aficionados of this subculture. Psychedelic art and music typically recreate or reflect the experience of altered consciousness ."
"9ae1dacf1301","a5a3f1fc60ac","snapshot",3,4187,6081,"Psychedelia - Wikipedia","https://en.wikipedia.org/wiki/Psychedelia","ure of the 1960s and the psychedelic experience produced by certain psychoactive substances. This includes psychedelic art , psychedelic music and style of dress during that era. This was primarily generated by people who used psychedelic drugs such as LSD , mescaline (found in peyote ) and psilocybin (found in magic mushrooms ) and non-users who were participants and aficionados of this subculture. Psychedelic art and music typically recreate or reflect the experience of altered consciousness . Psychedelic art uses highly distorted , surreal visuals, bright colors and full spectrums and animation (including cartoons ) to evoke, convey, or enhance the psychedelic experience. Psychedelic music uses distorted electric guitar , Indian music elements such as the sitar and tabla , [ 1 ] electronic effects , sound effects and reverb , and elaborate studio effects, such as playing tapes backwards or panning the music from one side to another. [ 2 ] A psychedelic experience is characterized by the striking perception of aspects of one's mind previously unknown, or by the creative exuberance of the mind liberated from its ostensibly ordinary fetters. Psychedelic states are an array of experiences including changes of perception such as hallucinations , synesthesia , altered states of awareness or focused consciousness, variation in thought patterns, trance or hypnotic states, mystical states, and other mind alterations. [ 3 ] These processes can lead some people to experience changes in mental operation defining their self-identity (whether in momentary acuity or chronic development) different enough from their previous normal state that it can excite feelings of newly formed understanding such as revelation , illumination , confusion , and psychosis . Individuals who use psychedelic drugs for spiritual purposes or self-discovery are commonly referred to as psychonauts ."
